1.827202602486555916e-01,1.726764692215417285e-01,1.784546166985533089e-01,1.841965839927820203e-01,2.041034374196799839e-01,2.022634166952932133e-01,1.874304031872333076e-01,1.893843053440938395e-01,1.871867899564952087e-01,1.889205098581341613e-01,1.883085479093493664e-01,1.803899119042683408e-01,1.832975925939196449e-01,1.781238264559669160e-01,1.799019962964534258e-01,1.490671770898617521e-01,1.922273785644899591e-01,1.994249952126834480e-01,1.750159487549169945e-01,1.858765504800006796e-01,1.773914361844904919e-01,1.874038710531925334e-01,1.867154138608096148e-01,2.100521486155251805e-01,2.054551979630824809e-01,1.855845247189673863e-01,1.840404923470615461e-01,1.793548141035084531e-01,1.692534793571113250e-01
1.448648890881304718e-01,1.532810435414551919e-01,1.618249686451281588e-01,2.471654431406270780e-01,1.729316781394404090e-01,1.166968663676984652e-01,2.209704941169192693e-01,1.806151170555756191e-01,1.432181219753726198e-01,2.103203189848129318e-01,1.897123873603722422e-01,1.156869868043688965e-01,2.306078411322264599e-01,1.432195962521073951e-01,1.480095213634326501e-01,1.752305669945526945e-01,1.648560816118516681e-01,1.349484123443701611e-01,2.380209959803172570e-01,1.629616360076494574e-01,2.151402210564121731e-01,1.805301004305361889e-01,2.824080284857269918e-01,2.308751766468012945e-01,1.561263976395954323e-01,2.041352366568002785e-01,1.891261166455049936e-01,1.360118572957303429e-01,2.049274146889595305e-01
1.650136275682384523e-01,1.726488388534042073e-01,1.751320141121388563e-01,1.833887560592460664e-01,1.681297546214102212e-01,1.673218016032492206e-01,1.919833424740475802e-01,2.010546690646358436e-01,1.948680994882749373e-01,1.940719360262384841e-01,1.709183530684966756e-01,1.702161376318277741e-01,1.878477872397305848e-01,2.131312271960992821e-01,2.057443334368069809e-01,1.839391809608112716e-01,1.709743534600883241e-01,1.744128511885409127e-01,1.935881958015027993e-01,1.986285994683794909e-01,1.955850518700995022e-01,1.926722946600763209e-01,1.723231523654633335e-01,1.679227005419726970e-01,1.782728255484464230e-01,1.854674021734568912e-01,2.017786214954093715e-01,1.990872868863505230e-01,1.950239426832964251e-01
1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01,1.856953381770518607e-01
1.701106854322017858e-01,1.141319624036522401e-01,1.359776118371387732e-01,2.984915580919184075e-01,1.228219889124282926e-01,2.317206421049674767e-02,2.506481790290315259e-01,1.673292338391985379e-01,1.639247692448723148e-01,2.027847027725535878e-01,1.137380574092673874e-01,7.554133127009121651e-02,2.888328468520530157e-01,1.990225081323064027e-01,1.977242294263236722e-01,2.409452539632658263e-01,1.523528051751376899e-01,6.296450752080338942e-02,2.999385560304749787e-01,1.718591412746243718e-01,1.701468603806657043e-01,1.756494719858990305e-01,1.691098451913668199e-01,9.211347710528255961e-02,3.882777801793557693e-02,2.620593655500376151e-01,2.330149013722319917e-01,1.734588778844730617e-01,1.976277628970865841e-01
1.759194150428836367e-01,3.023908051280960185e-01,9.650743768294113567e-02,1.776327128221453777e-01,1.047737868222989310e-01,1.913390950562393958e-02,1.948157139075880617e-01,9.239302184807167417e-02,1.097135869887835430e-01,3.067678432502975450e-01,1.890380235862820224e-01,1.998680664829292908e-01,2.212655299888917348e-01,1.404028771370195994e-01,1.569605870621477717e-01,2.563818815521545225e-01,1.500448668290693122e-01,1.156413471885650857e-01,1.822348557620601661e-01,5.168656731159721601e-02,1.552723009292985845e-01,1.001216205895589934e-01,1.171045285037010247e-01,1.089132143035809741e-01,1.603621709742586721e-01,4.357403979767679458e-01,2.470650432634683424e-01,9.259311501937232680e-02,1.461805674583256387e-01
1.830275222858430140e-01,1.877482975112717001e-01,1.853792302873129572e-01,1.738103351191960522e-01,1.591511250314557036e-01,1.684170300160551803e-01,1.667594109266787306e-01,1.724292503106496788e-01,1.804603172697134272e-01,1.741008687730009608e-01,1.614390892213134476e-01,1.749824559538044055e-01,1.773381771088604619e-01,1.805875249054783305e-01,1.854169352651919012e-01,1.753784515506865704e-01,2.134307072085689649e-01,2.198908578615472453e-01,2.184381895925227579e-01,2.249884028783059597e-01,2.147983526190594961e-01,1.814781650141388258e-01,1.961190825878587063e-01,1.998800608021310821e-01,2.099924612059436702e-01,1.905432256611256647e-01,1.860910517385079288e-01,1.586590004068128279e-01,1.294322294597408385e-01
2.790444510697738245e-01,2.866230412219308299e-01,1.467352153580956664e-01,2.268854708064860504e-01,1.976831445317422664e-01,1.823660140835133281e-01,2.051246345605436949e-01,1.663709996920261502e-01,2.486463070524283780e-01,1.923133897003144188e-01,1.750616241780675042e-01,1.674601840053512314e-01,1.775903597866264338e-01,2.186442300581102616e-01,1.300013836351921470e-01,1.971575940588791154e-01,1.441455463613786903e-01,1.766382755966569573e-01,2.220717331420003771e-01,1.715808043795391258e-01,1.537197049757117462e-01,1.494772178252077588e-01,1.578860253910181755e-01,1.545118390217663507e-01,1.231539941409316719e-01,1.373971736228750407e-01,1.347389545644802622e-01,1.218515429690534280e-01,1.992750292973712312e-01
4.618750150104370539e-02,1.924479229210154449e-02,6.281500204141944321e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.847500060041748493e-02,1.631958386370211123e-01,6.928125225156555982e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.079166766736247344e-03,5.650271016961013748e-01,6.928125225156555982e-03,8.159791931851055613e-02,4.942062660611676872e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.924479229210154449e-02,1.154687537526092635e-02,1.308645875862905067e-02,7.082083563493368761e-02
2.315045420988287306e-01,2.082659067088158955e-01,2.086441581722260352e-01,1.911037055530691031e-01,1.854004081342752464e-01,1.750220900162100246e-01,1.691818595230777933e-01,1.629615176945579669e-01,1.687101494928017198e-01,2.054647070268068032e-01,2.040956087674200004e-01,2.007122691564748318e-01,1.925237178078380851e-01,1.882160218241094307e-01,1.871558947969734488e-01,1.934820168442096811e-01,1.858809525564441290e-01,1.837837144178928739e-01,1.722322820500626905e-01,1.913768742497543585e-01,1.777416878152092983e-01,1.787736842786866454e-01,1.748460996303455584e-01,1.932309341272564207e-01,1.944224146127985220e-01,1.692097576027392636e-01,1.619430053029170258e-01,1.658364148036727825e-01,1.377765262801630142e-01
